QUERY_1,0.13
QUERY_1,0.11
QUERY_1,0.12
QUERY_1,0.13
QUERY_2,0.13
QUERY_2,0.11
QUERY_2,0.12
QUERY_2,0.11
QUERY_3,0.22
QUERY_3,0.32
QUERY_3,0.20
QUERY_3,0.20
QUERY_4,0.11
QUERY_4,0.13
QUERY_4,0.14
QUERY_4,0.11
QUERY_5,0.07
QUERY_5,0.10
QUERY_5,0.07
QUERY_5,0.10
QUERY_6,0.17
QUERY_6,0.15
QUERY_6,0.17
QUERY_6,0.19
QUERY_7,27.84
QUERY_7,28.45
QUERY_7,28.45
QUERY_7,26.77
QUERY_8,237.23
QUERY_8,237.23
QUERY_8,238.34
QUERY_8,239.56



